G141 grating,
Wavelength,Transmission
,
1.2247,6.16E-01
1.2248,6.17E-01
1.2249,6.17E-01
1.2250,6.17E-01
1.2251,6.17E-01
1.2252,6.17E-01
1.2253,6.17E-01
1.2254,6.17E-01
1.2255,6.18E-01
1.2256,6.18E-01
1.2257,6.18E-01
1.2258,6.18E-01
1.2259,6.18E-01
1.2260,6.18E-01
1.2261,6.19E-01
1.2262,6.19E-01
1.2263,6.19E-01
1.2264,6.19E-01
1.2265,6.19E-01
1.2266,6.19E-01
1.2267,6.19E-01
1.2268,6.20E-01
1.2269,6.20E-01
1.2270,6.20E-01
1.2271,6.20E-01
1.2272,6.20E-01
1.2273,6.20E-01
1.2274,6.20E-01
1.2275,6.21E-01
1.2276,6.21E-01
1.2277,6.21E-01
1.2278,6.21E-01
1.2279,6.21E-01
1.2280,6.21E-01
1.2281,6.22E-01
1.2282,6.22E-01
1.2283,6.22E-01
1.2284,6.22E-01
1.2285,6.22E-01
1.2286,6.22E-01
1.2287,6.22E-01
1.2288,6.23E-01
1.2289,6.23E-01
1.2290,6.23E-01
1.2291,6.23E-01
1.2292,6.23E-01
1.2293,6.23E-01
1.2294,6.23E-01
1.2295,6.24E-01
1.2296,6.24E-01
1.2297,6.24E-01
1.2298,6.24E-01
1.2299,6.24E-01
1.2300,6.24E-01
1.2301,6.24E-01
1.2302,6.25E-01
1.2303,6.25E-01
1.2304,6.25E-01
1.2305,6.25E-01
1.2306,6.25E-01
1.2307,6.25E-01
1.2308,6.25E-01
1.2309,6.25E-01
1.2310,6.26E-01
1.2311,6.26E-01
1.2312,6.26E-01
1.2313,6.26E-01
1.2314,6.26E-01
1.2315,6.26E-01
1.2316,6.26E-01
1.2317,6.27E-01
1.2318,6.27E-01
1.2319,6.27E-01
1.2320,6.27E-01
1.2321,6.27E-01
1.2322,6.27E-01
1.2323,6.27E-01
1.2324,6.27E-01
1.2325,6.28E-01
1.2326,6.28E-01
1.2327,6.28E-01
1.2328,6.28E-01
1.2329,6.28E-01
1.2330,6.28E-01
1.2331,6.28E-01
1.2332,6.29E-01
1.2333,6.29E-01
1.2334,6.29E-01
1.2335,6.29E-01
1.2336,6.29E-01
1.2337,6.29E-01
1.2338,6.29E-01
1.2339,6.30E-01
1.2340,6.30E-01
1.2341,6.30E-01
1.2342,6.30E-01
1.2343,6.30E-01
1.2344,6.30E-01
1.2345,6.30E-01
1.2346,6.31E-01
1.2347,6.31E-01
1.2348,6.31E-01
1.2349,6.31E-01
1.2350,6.31E-01
1.2351,6.31E-01
1.2352,6.31E-01
1.2353,6.32E-01
1.2354,6.32E-01
1.2355,6.32E-01
1.2356,6.32E-01
1.2357,6.32E-01
1.2358,6.32E-01
1.2359,6.32E-01
1.2360,6.33E-01
1.2361,6.33E-01
1.2362,6.33E-01
1.2363,6.33E-01
1.2364,6.33E-01
1.2365,6.33E-01
1.2366,6.33E-01
1.2367,6.34E-01
1.2368,6.34E-01
1.2369,6.34E-01
1.2370,6.34E-01
1.2371,6.34E-01
1.2372,6.34E-01
1.2373,6.35E-01
1.2374,6.35E-01
1.2375,6.35E-01
1.2376,6.35E-01
1.2377,6.35E-01
1.2378,6.35E-01
1.2379,6.35E-01
1.2380,6.36E-01
1.2381,6.36E-01
1.2382,6.36E-01
1.2383,6.36E-01
1.2384,6.36E-01
1.2385,6.36E-01
1.2386,6.36E-01
1.2387,6.37E-01
1.2388,6.37E-01
1.2389,6.37E-01
1.2390,6.37E-01
1.2391,6.37E-01
1.2392,6.37E-01
1.2393,6.37E-01
1.2394,6.38E-01
1.2395,6.38E-01
1.2396,6.38E-01
1.2397,6.38E-01
1.2398,6.38E-01
1.2399,6.38E-01
1.2400,6.38E-01
1.2401,6.38E-01
1.2402,6.39E-01
1.2403,6.39E-01
1.2404,6.39E-01
1.2405,6.39E-01
1.2406,6.39E-01
1.2407,6.39E-01
1.2408,6.39E-01
1.2409,6.40E-01
1.2410,6.40E-01
1.2411,6.40E-01
1.2412,6.40E-01
1.2413,6.40E-01
1.2414,6.40E-01
1.2415,6.40E-01
1.2416,6.40E-01
1.2417,6.41E-01
1.2418,6.41E-01
1.2419,6.41E-01
1.2420,6.41E-01
1.2421,6.41E-01
1.2422,6.41E-01
1.2423,6.41E-01
1.2424,6.42E-01
1.2425,6.42E-01
1.2426,6.42E-01
1.2427,6.42E-01
1.2428,6.42E-01
1.2429,6.42E-01
1.2430,6.42E-01
1.2431,6.42E-01
1.2432,6.43E-01
1.2433,6.43E-01
1.2434,6.43E-01
1.2435,6.43E-01
1.2436,6.43E-01
1.2437,6.43E-01
1.2438,6.43E-01
1.2439,6.43E-01
1.2440,6.43E-01
1.2441,6.44E-01
1.2442,6.44E-01
1.2443,6.44E-01
1.2444,6.44E-01
1.2445,6.44E-01
1.2446,6.44E-01
1.2447,6.44E-01
1.2448,6.44E-01
1.2449,6.45E-01
1.2450,6.45E-01
1.2451,6.45E-01
1.2452,6.45E-01
1.2453,6.45E-01
1.2454,6.45E-01
1.2455,6.45E-01
1.2456,6.45E-01
1.2457,6.46E-01
1.2458,6.46E-01
1.2459,6.46E-01
1.2460,6.46E-01
1.2461,6.46E-01
1.2462,6.46E-01
1.2463,6.46E-01
1.2464,6.46E-01
1.2465,6.46E-01
1.2466,6.47E-01
1.2467,6.47E-01
1.2468,6.47E-01
1.2469,6.47E-01
1.2470,6.47E-01
1.2471,6.47E-01
1.2472,6.47E-01
1.2473,6.47E-01
1.2474,6.47E-01
1.2475,6.48E-01
1.2476,6.48E-01
1.2477,6.48E-01
1.2478,6.48E-01
1.2479,6.48E-01
1.2480,6.48E-01
1.2481,6.48E-01
1.2482,6.48E-01
1.2483,6.48E-01
1.2484,6.48E-01
1.2485,6.49E-01
1.2486,6.49E-01
1.2487,6.49E-01
1.2488,6.49E-01
1.2489,6.49E-01
1.2490,6.49E-01
1.2491,6.49E-01
1.2492,6.49E-01
1.2493,6.49E-01
1.2494,6.50E-01
1.2495,6.50E-01
1.2496,6.50E-01
1.2497,6.50E-01
1.2498,6.50E-01
1.2499,6.50E-01
1.2500,6.50E-01
1.2501,6.50E-01
1.2502,6.50E-01
1.2503,6.50E-01
1.2504,6.50E-01
1.2505,6.51E-01
1.2506,6.51E-01
1.2507,6.51E-01
1.2508,6.51E-01
1.2509,6.51E-01
1.2510,6.51E-01
1.2511,6.51E-01
1.2512,6.51E-01
1.2513,6.51E-01
1.2514,6.51E-01
1.2515,6.52E-01
1.2516,6.52E-01
1.2517,6.52E-01
1.2518,6.52E-01
1.2519,6.52E-01
1.2520,6.52E-01
1.2521,6.52E-01
1.2522,6.52E-01
1.2523,6.52E-01
1.2524,6.52E-01
1.2525,6.53E-01
1.2526,6.53E-01
1.2527,6.53E-01
1.2528,6.53E-01
1.2529,6.53E-01
1.2530,6.53E-01
1.2531,6.53E-01
1.2532,6.53E-01
1.2533,6.53E-01
1.2534,6.53E-01
1.2535,6.54E-01
1.2536,6.54E-01
1.2537,6.54E-01
1.2538,6.54E-01
1.2539,6.54E-01
1.2540,6.54E-01
1.2541,6.54E-01
1.2542,6.54E-01
1.2543,6.54E-01
1.2544,6.55E-01
1.2545,6.55E-01
1.2546,6.55E-01
1.2547,6.55E-01
1.2548,6.55E-01
1.2549,6.55E-01
1.2550,6.55E-01
1.2551,6.55E-01
1.2552,6.55E-01
1.2553,6.56E-01
1.2554,6.56E-01
1.2555,6.56E-01
1.2556,6.56E-01
1.2557,6.56E-01
1.2558,6.56E-01
1.2559,6.56E-01
1.2560,6.56E-01
1.2561,6.57E-01
1.2562,6.57E-01
1.2563,6.57E-01
1.2564,6.57E-01
1.2565,6.57E-01
1.2566,6.57E-01
1.2567,6.57E-01
1.2568,6.57E-01
1.2569,6.57E-01
1.2570,6.57E-01
1.2571,6.57E-01
1.2572,6.58E-01
1.2573,6.58E-01
1.2574,6.58E-01
1.2575,6.58E-01
1.2576,6.58E-01
1.2577,6.58E-01
1.2578,6.58E-01
1.2579,6.58E-01
1.2580,6.58E-01
1.2581,6.58E-01
1.2582,6.58E-01
1.2583,6.58E-01
1.2584,6.58E-01
1.2585,6.59E-01
1.2586,6.59E-01
1.2587,6.59E-01
1.2588,6.59E-01
1.2589,6.59E-01
1.2590,6.59E-01
1.2591,6.59E-01
1.2592,6.59E-01
1.2593,6.59E-01
1.2594,6.59E-01
1.2595,6.59E-01
1.2596,6.59E-01
1.2597,6.59E-01
1.2598,6.59E-01
1.2599,6.59E-01
1.2600,6.59E-01
1.2601,6.60E-01
1.2602,6.60E-01
1.2603,6.60E-01
1.2604,6.60E-01
1.2605,6.60E-01
1.2606,6.60E-01
1.2607,6.60E-01
1.2608,6.60E-01
1.2609,6.60E-01
1.2610,6.60E-01
1.2611,6.60E-01
1.2612,6.60E-01
1.2613,6.60E-01
1.2614,6.60E-01
1.2615,6.60E-01
1.2616,6.60E-01
1.2617,6.60E-01
1.2618,6.60E-01
1.2619,6.61E-01
1.2620,6.61E-01
1.2621,6.61E-01
1.2622,6.61E-01
1.2623,6.61E-01
1.2624,6.61E-01
1.2625,6.61E-01
1.2626,6.61E-01
1.2627,6.61E-01
1.2628,6.61E-01
1.2629,6.61E-01
1.2630,6.61E-01
1.2631,6.61E-01
1.2632,6.61E-01
1.2633,6.62E-01
1.2634,6.62E-01
1.2635,6.62E-01
1.2636,6.62E-01
1.2637,6.62E-01
1.2638,6.62E-01
1.2639,6.62E-01
1.2640,6.62E-01
1.2641,6.62E-01
1.2642,6.62E-01
1.2643,6.62E-01
1.2644,6.62E-01
1.2645,6.62E-01
1.2646,6.62E-01
1.2647,6.63E-01
1.2648,6.63E-01
1.2649,6.63E-01
1.2650,6.63E-01
1.2651,6.63E-01
1.2652,6.63E-01
1.2653,6.63E-01
1.2654,6.63E-01
1.2655,6.63E-01
1.2656,6.63E-01
1.2657,6.63E-01
1.2658,6.63E-01
1.2659,6.63E-01
1.2660,6.63E-01
1.2661,6.64E-01
1.2662,6.64E-01
1.2663,6.64E-01
1.2664,6.64E-01
1.2665,6.64E-01
1.2666,6.64E-01
1.2667,6.64E-01
1.2668,6.64E-01
1.2669,6.64E-01
1.2670,6.65E-01
1.2671,6.65E-01
1.2672,6.65E-01
1.2673,6.65E-01
1.2674,6.65E-01
1.2675,6.65E-01
1.2676,6.65E-01
1.2677,6.65E-01
1.2678,6.65E-01
1.2679,6.66E-01
1.2680,6.66E-01
1.2681,6.66E-01
1.2682,6.66E-01
1.2683,6.66E-01
1.2684,6.66E-01
1.2685,6.66E-01
1.2686,6.66E-01
1.2687,6.67E-01
1.2688,6.67E-01
1.2689,6.67E-01
1.2690,6.67E-01
1.2691,6.67E-01
1.2692,6.67E-01
1.2693,6.67E-01
1.2694,6.67E-01
1.2695,6.68E-01
1.2696,6.68E-01
1.2697,6.68E-01
1.2698,6.68E-01
1.2699,6.68E-01
1.2700,6.68E-01
1.2701,6.68E-01
1.2702,6.69E-01
1.2703,6.69E-01
1.2704,6.69E-01
1.2705,6.69E-01
1.2706,6.69E-01
1.2707,6.69E-01
1.2708,6.70E-01
1.2709,6.70E-01
1.2710,6.70E-01
1.2711,6.70E-01
1.2712,6.70E-01
1.2713,6.71E-01
1.2714,6.71E-01
1.2715,6.71E-01
1.2716,6.71E-01
1.2717,6.71E-01
1.2718,6.72E-01
1.2719,6.72E-01
1.2720,6.72E-01
1.2721,6.72E-01
1.2722,6.72E-01
1.2723,6.73E-01
1.2724,6.73E-01
1.2725,6.73E-01
1.2726,6.73E-01
1.2727,6.74E-01
1.2728,6.74E-01
1.2729,6.74E-01
1.2730,6.74E-01
1.2731,6.74E-01
1.2732,6.75E-01
1.2733,6.75E-01
1.2734,6.75E-01
1.2735,6.75E-01
1.2736,6.76E-01
1.2737,6.76E-01
1.2738,6.76E-01
1.2739,6.76E-01
1.2740,6.77E-01
1.2741,6.77E-01
1.2742,6.77E-01
1.2743,6.77E-01
1.2744,6.78E-01
1.2745,6.78E-01
1.2746,6.78E-01
1.2747,6.79E-01
1.2748,6.79E-01
1.2749,6.79E-01
1.2750,6.79E-01
1.2751,6.80E-01
1.2752,6.80E-01
1.2753,6.80E-01
1.2754,6.80E-01
1.2755,6.81E-01
1.2756,6.81E-01
1.2757,6.81E-01
1.2758,6.81E-01
1.2759,6.81E-01
1.2760,6.82E-01
1.2761,6.82E-01
1.2762,6.82E-01
1.2763,6.82E-01
1.2764,6.82E-01
1.2765,6.83E-01
1.2766,6.83E-01
1.2767,6.83E-01
1.2768,6.83E-01
1.2769,6.84E-01
1.2770,6.84E-01
1.2771,6.84E-01
1.2772,6.84E-01
1.2773,6.84E-01
1.2774,6.85E-01
1.2775,6.85E-01
1.2776,6.85E-01
1.2777,6.85E-01
1.2778,6.85E-01
1.2779,6.86E-01
1.2780,6.86E-01
1.2781,6.86E-01
1.2782,6.86E-01
1.2783,6.87E-01
1.2784,6.87E-01
1.2785,6.87E-01
1.2786,6.87E-01
1.2787,6.87E-01
1.2788,6.88E-01
1.2789,6.88E-01
1.2790,6.88E-01
1.2791,6.88E-01
1.2792,6.88E-01
1.2793,6.89E-01
1.2794,6.89E-01
1.2795,6.89E-01
1.2796,6.89E-01
1.2797,6.89E-01
1.2798,6.90E-01
1.2799,6.90E-01
1.2800,6.90E-01
1.2801,6.90E-01
1.2802,6.90E-01
1.2803,6.90E-01
1.2804,6.91E-01
1.2805,6.91E-01
1.2806,6.91E-01
1.2807,6.91E-01
1.2808,6.91E-01
1.2809,6.91E-01
1.2810,6.92E-01
1.2811,6.92E-01
1.2812,6.92E-01
1.2813,6.92E-01
1.2814,6.92E-01
1.2815,6.92E-01
1.2816,6.92E-01
1.2817,6.93E-01
1.2818,6.93E-01
1.2819,6.93E-01
1.2820,6.93E-01
1.2821,6.93E-01
1.2822,6.93E-01
1.2823,6.93E-01
1.2824,6.94E-01
1.2825,6.94E-01
1.2826,6.94E-01
1.2827,6.94E-01
1.2828,6.94E-01
1.2829,6.94E-01
1.2830,6.94E-01
1.2831,6.94E-01
1.2832,6.94E-01
1.2833,6.95E-01
1.2834,6.95E-01
1.2835,6.95E-01
1.2836,6.95E-01
1.2837,6.95E-01
1.2838,6.95E-01
1.2839,6.95E-01
1.2840,6.95E-01
1.2841,6.95E-01
1.2842,6.96E-01
1.2843,6.96E-01
1.2844,6.96E-01
1.2845,6.96E-01
1.2846,6.96E-01
1.2847,6.96E-01
1.2848,6.96E-01
1.2849,6.96E-01
1.2850,6.96E-01
1.2851,6.96E-01
1.2852,6.97E-01
1.2853,6.97E-01
1.2854,6.97E-01
1.2855,6.97E-01
1.2856,6.97E-01
1.2857,6.97E-01
1.2858,6.97E-01
1.2859,6.97E-01
1.2860,6.97E-01
1.2861,6.97E-01
1.2862,6.97E-01
1.2863,6.97E-01
1.2864,6.98E-01
1.2865,6.98E-01
1.2866,6.98E-01
1.2867,6.98E-01
1.2868,6.98E-01
1.2869,6.98E-01
1.2870,6.98E-01
1.2871,6.98E-01
1.2872,6.98E-01
1.2873,6.98E-01
1.2874,6.98E-01
1.2875,6.98E-01
1.2876,6.98E-01
1.2877,6.98E-01
1.2878,6.98E-01
1.2879,6.99E-01
1.2880,6.99E-01
1.2881,6.99E-01
1.2882,6.99E-01
1.2883,6.99E-01
1.2884,6.99E-01
1.2885,6.99E-01
1.2886,6.99E-01
1.2887,6.99E-01
1.2888,6.99E-01
1.2889,6.99E-01
1.2890,6.99E-01
1.2891,6.99E-01
1.2892,6.99E-01
1.2893,6.99E-01
1.2894,6.99E-01
1.2895,7.00E-01
1.2896,7.00E-01
1.2897,7.00E-01
1.2898,7.00E-01
1.2899,7.00E-01
1.2900,7.00E-01
1.2901,7.00E-01
1.2902,7.00E-01
1.2903,7.00E-01
1.2904,7.01E-01
1.2905,7.01E-01
1.2906,7.01E-01
1.2907,7.01E-01
1.2908,7.01E-01
1.2909,7.01E-01
1.2910,7.01E-01
1.2911,7.01E-01
1.2912,7.02E-01
1.2913,7.02E-01
1.2914,7.02E-01
1.2915,7.02E-01
1.2916,7.02E-01
1.2917,7.02E-01
1.2918,7.02E-01
1.2919,7.02E-01
1.2920,7.03E-01
1.2921,7.03E-01
1.2922,7.03E-01
1.2923,7.03E-01
1.2924,7.03E-01
1.2925,7.03E-01
1.2926,7.03E-01
1.2927,7.04E-01
1.2928,7.04E-01
1.2929,7.04E-01
1.2930,7.04E-01
1.2931,7.04E-01
1.2932,7.04E-01
1.2933,7.04E-01
1.2934,7.05E-01
1.2935,7.05E-01
1.2936,7.05E-01
1.2937,7.05E-01
1.2938,7.05E-01
1.2939,7.05E-01
1.2940,7.06E-01
1.2941,7.06E-01
1.2942,7.06E-01
1.2943,7.06E-01
1.2944,7.06E-01
1.2945,7.06E-01
1.2946,7.07E-01
1.2947,7.07E-01
1.2948,7.07E-01
1.2949,7.07E-01
1.2950,7.07E-01
1.2951,7.08E-01
1.2952,7.08E-01
1.2953,7.08E-01
1.2954,7.08E-01
1.2955,7.08E-01
1.2956,7.09E-01
1.2957,7.09E-01
1.2958,7.09E-01
1.2959,7.09E-01
1.2960,7.09E-01
1.2961,7.10E-01
1.2962,7.10E-01
1.2963,7.10E-01
1.2964,7.10E-01
1.2965,7.11E-01
1.2966,7.11E-01
1.2967,7.11E-01
1.2968,7.11E-01
1.2969,7.11E-01
1.2970,7.12E-01
1.2971,7.12E-01
1.2972,7.12E-01
1.2973,7.12E-01
1.2974,7.13E-01
1.2975,7.13E-01
1.2976,7.13E-01
1.2977,7.13E-01
1.2978,7.14E-01
1.2979,7.14E-01
1.2980,7.14E-01
1.2981,7.14E-01
1.2982,7.15E-01
1.2983,7.15E-01
1.2984,7.15E-01
1.2985,7.15E-01
1.2986,7.15E-01
1.2987,7.16E-01
1.2988,7.16E-01
1.2989,7.16E-01
1.2990,7.16E-01
1.2991,7.16E-01
1.2992,7.17E-01
1.2993,7.17E-01
1.2994,7.17E-01
1.2995,7.17E-01
1.2996,7.17E-01
1.2997,7.18E-01
1.2998,7.18E-01
1.2999,7.18E-01
1.3000,7.18E-01
1.3001,7.18E-01
1.3002,7.19E-01
1.3003,7.19E-01
1.3004,7.19E-01
1.3005,7.19E-01
1.3006,7.19E-01
1.3007,7.20E-01
1.3008,7.20E-01
1.3009,7.20E-01
1.3010,7.20E-01
1.3011,7.20E-01
1.3012,7.21E-01
1.3013,7.21E-01
1.3014,7.21E-01
1.3015,7.21E-01
1.3016,7.21E-01
1.3017,7.22E-01
1.3018,7.22E-01
1.3019,7.22E-01
1.3020,7.22E-01
1.3021,7.22E-01
1.3022,7.23E-01
1.3023,7.23E-01
1.3024,7.23E-01
1.3025,7.23E-01
1.3026,7.23E-01
1.3027,7.24E-01
1.3028,7.24E-01
1.3029,7.24E-01
1.3030,7.24E-01
1.3031,7.24E-01
1.3032,7.25E-01
1.3033,7.25E-01
1.3034,7.25E-01
1.3035,7.25E-01
1.3036,7.25E-01
1.3037,7.25E-01
1.3038,7.26E-01
1.3039,7.26E-01
1.3040,7.26E-01
1.3041,7.26E-01
1.3042,7.26E-01
1.3043,7.26E-01
1.3044,7.27E-01
1.3045,7.27E-01
1.3046,7.27E-01
1.3047,7.27E-01
1.3048,7.27E-01
1.3049,7.27E-01
1.3050,7.27E-01
1.3051,7.28E-01
1.3052,7.28E-01
1.3053,7.28E-01
1.3054,7.28E-01
1.3055,7.28E-01
1.3056,7.28E-01
1.3057,7.28E-01
1.3058,7.29E-01
1.3059,7.29E-01
1.3060,7.29E-01
1.3061,7.29E-01
1.3062,7.29E-01
1.3063,7.29E-01
1.3064,7.29E-01
1.3065,7.30E-01
1.3066,7.30E-01
1.3067,7.30E-01
1.3068,7.30E-01
1.3069,7.30E-01
1.3070,7.30E-01
1.3071,7.30E-01
1.3072,7.31E-01
1.3073,7.31E-01
1.3074,7.31E-01
1.3075,7.31E-01
1.3076,7.31E-01
1.3077,7.31E-01
1.3078,7.31E-01
1.3079,7.31E-01
1.3080,7.32E-01
1.3081,7.32E-01
1.3082,7.32E-01
1.3083,7.32E-01
1.3084,7.32E-01
1.3085,7.32E-01
1.3086,7.32E-01
1.3087,7.33E-01
1.3088,7.33E-01
1.3089,7.33E-01
1.3090,7.33E-01
1.3091,7.33E-01
1.3092,7.33E-01
1.3093,7.33E-01
1.3094,7.33E-01
1.3095,7.34E-01
1.3096,7.34E-01
1.3097,7.34E-01
1.3098,7.34E-01
1.3099,7.34E-01
1.3100,7.34E-01
1.3101,7.34E-01
1.3102,7.35E-01
1.3103,7.35E-01
1.3104,7.35E-01
1.3105,7.35E-01
1.3106,7.35E-01
1.3107,7.35E-01
1.3108,7.35E-01
1.3109,7.35E-01
1.3110,7.36E-01
1.3111,7.36E-01
1.3112,7.36E-01
1.3113,7.36E-01
1.3114,7.36E-01
1.3115,7.36E-01
1.3116,7.36E-01
1.3117,7.36E-01
1.3118,7.37E-01
1.3119,7.37E-01
1.3120,7.37E-01
1.3121,7.37E-01
1.3122,7.37E-01
1.3123,7.37E-01
1.3124,7.37E-01
1.3125,7.38E-01
1.3126,7.38E-01
1.3127,7.38E-01
1.3128,7.38E-01
1.3129,7.38E-01
1.3130,7.38E-01
1.3131,7.38E-01
1.3132,7.39E-01
1.3133,7.39E-01
1.3134,7.39E-01
1.3135,7.39E-01
1.3136,7.39E-01
1.3137,7.39E-01
1.3138,7.40E-01
1.3139,7.40E-01
1.3140,7.40E-01
1.3141,7.40E-01
1.3142,7.40E-01
1.3143,7.40E-01
1.3144,7.41E-01
1.3145,7.41E-01
1.3146,7.41E-01
1.3147,7.41E-01
1.3148,7.41E-01
1.3149,7.41E-01
1.3150,7.41E-01
1.3151,7.42E-01
1.3152,7.42E-01
1.3153,7.42E-01
1.3154,7.42E-01
1.3155,7.42E-01
1.3156,7.42E-01
1.3157,7.43E-01
1.3158,7.43E-01
1.3159,7.43E-01
1.3160,7.43E-01
1.3161,7.43E-01
1.3162,7.44E-01
1.3163,7.44E-01
1.3164,7.44E-01
1.3165,7.44E-01
1.3166,7.44E-01
1.3167,7.44E-01
1.3168,7.45E-01
1.3169,7.45E-01
1.3170,7.45E-01
1.3171,7.45E-01
1.3172,7.45E-01
1.3173,7.45E-01
1.3174,7.46E-01
1.3175,7.46E-01
1.3176,7.46E-01
1.3177,7.46E-01
1.3178,7.46E-01
1.3179,7.47E-01
1.3180,7.47E-01
1.3181,7.47E-01
1.3182,7.47E-01
1.3183,7.47E-01
1.3184,7.47E-01
1.3185,7.48E-01
1.3186,7.48E-01
1.3187,7.48E-01
1.3188,7.48E-01
1.3189,7.48E-01
1.3190,7.49E-01
1.3191,7.49E-01
1.3192,7.49E-01
1.3193,7.49E-01
1.3194,7.49E-01
1.3195,7.50E-01
1.3196,7.50E-01
1.3197,7.50E-01
1.3198,7.50E-01
1.3199,7.50E-01
1.3200,7.51E-01
1.3201,7.51E-01
1.3202,7.51E-01
1.3203,7.51E-01
1.3204,7.51E-01
1.3205,7.52E-01
1.3206,7.52E-01
1.3207,7.52E-01
1.3208,7.52E-01
1.3209,7.52E-01
1.3210,7.53E-01
1.3211,7.53E-01
1.3212,7.53E-01
1.3213,7.53E-01
1.3214,7.53E-01
1.3215,7.54E-01
1.3216,7.54E-01
1.3217,7.54E-01
1.3218,7.54E-01
1.3219,7.54E-01
1.3220,7.55E-01
1.3221,7.55E-01
1.3222,7.55E-01
1.3223,7.55E-01
1.3224,7.55E-01
1.3225,7.55E-01
1.3226,7.56E-01
1.3227,7.56E-01
1.3228,7.56E-01
1.3229,7.56E-01
1.3230,7.56E-01
1.3231,7.57E-01
1.3232,7.57E-01
1.3233,7.57E-01
1.3234,7.57E-01
1.3235,7.57E-01
1.3236,7.57E-01
1.3237,7.58E-01
1.3238,7.58E-01
1.3239,7.58E-01
1.3240,7.58E-01
1.3241,7.58E-01
1.3242,7.58E-01
1.3243,7.58E-01
1.3244,7.59E-01
1.3245,7.59E-01
1.3246,7.59E-01
1.3247,7.59E-01
1.3248,7.59E-01
1.3249,7.59E-01
1.3250,7.60E-01
1.3251,7.60E-01
1.3252,7.60E-01
1.3253,7.60E-01
1.3254,7.60E-01
1.3255,7.60E-01
1.3256,7.61E-01
1.3257,7.61E-01
1.3258,7.61E-01
1.3259,7.61E-01
1.3260,7.61E-01
1.3261,7.61E-01
1.3262,7.61E-01
1.3263,7.62E-01
1.3264,7.62E-01
1.3265,7.62E-01
1.3266,7.62E-01
1.3267,7.62E-01
1.3268,7.62E-01
1.3269,7.62E-01
1.3270,7.62E-01
1.3271,7.63E-01
1.3272,7.63E-01
1.3273,7.63E-01
1.3274,7.63E-01
1.3275,7.63E-01
1.3276,7.63E-01
1.3277,7.63E-01
1.3278,7.63E-01
1.3279,7.63E-01
1.3280,7.64E-01
1.3281,7.64E-01
1.3282,7.64E-01
1.3283,7.64E-01
1.3284,7.64E-01
1.3285,7.64E-01
1.3286,7.64E-01
1.3287,7.64E-01
1.3288,7.64E-01
1.3289,7.64E-01
1.3290,7.64E-01
1.3291,7.65E-01
1.3292,7.65E-01
1.3293,7.65E-01
1.3294,7.65E-01
1.3295,7.65E-01
1.3296,7.65E-01
1.3297,7.65E-01
1.3298,7.65E-01
1.3299,7.65E-01
1.3300,7.65E-01
1.3301,7.65E-01
1.3302,7.65E-01
1.3303,7.65E-01
1.3304,7.66E-01
1.3305,7.66E-01
1.3306,7.66E-01
1.3307,7.66E-01
1.3308,7.66E-01
1.3309,7.66E-01
1.3310,7.66E-01
1.3311,7.66E-01
1.3312,7.66E-01
1.3313,7.66E-01
1.3314,7.66E-01
1.3315,7.66E-01
1.3316,7.66E-01
1.3317,7.66E-01
1.3318,7.67E-01
1.3319,7.67E-01
1.3320,7.67E-01
1.3321,7.67E-01
1.3322,7.67E-01
1.3323,7.67E-01
1.3324,7.67E-01
1.3325,7.67E-01
1.3326,7.67E-01
1.3327,7.67E-01
1.3328,7.67E-01
1.3329,7.67E-01
1.3330,7.67E-01
1.3331,7.68E-01
1.3332,7.68E-01
1.3333,7.68E-01
1.3334,7.68E-01
1.3335,7.68E-01
1.3336,7.68E-01
1.3337,7.68E-01
1.3338,7.68E-01
1.3339,7.68E-01
1.3340,7.68E-01
1.3341,7.68E-01
1.3342,7.68E-01
1.3343,7.68E-01
1.3344,7.68E-01
1.3345,7.68E-01
1.3346,7.68E-01
1.3347,7.69E-01
1.3348,7.69E-01
1.3349,7.69E-01
1.3350,7.69E-01
1.3351,7.69E-01
1.3352,7.69E-01
1.3353,7.69E-01
1.3354,7.69E-01
1.3355,7.69E-01
1.3356,7.69E-01
1.3357,7.69E-01
1.3358,7.69E-01
1.3359,7.69E-01
1.3360,7.69E-01
1.3361,7.70E-01
1.3362,7.70E-01
1.3363,7.70E-01
1.3364,7.70E-01
1.3365,7.70E-01
1.3366,7.70E-01
1.3367,7.70E-01
1.3368,7.70E-01
1.3369,7.70E-01
1.3370,7.70E-01
1.3371,7.71E-01
1.3372,7.71E-01
1.3373,7.71E-01
1.3374,7.71E-01
1.3375,7.71E-01
1.3376,7.71E-01
1.3377,7.71E-01
1.3378,7.71E-01
1.3379,7.71E-01
1.3380,7.72E-01
1.3381,7.72E-01
1.3382,7.72E-01
1.3383,7.72E-01
1.3384,7.72E-01
1.3385,7.72E-01
1.3386,7.72E-01
1.3387,7.72E-01
1.3388,7.73E-01
1.3389,7.73E-01
1.3390,7.73E-01
1.3391,7.73E-01
1.3392,7.73E-01
1.3393,7.73E-01
1.3394,7.73E-01
1.3395,7.73E-01
1.3396,7.74E-01
1.3397,7.74E-01
1.3398,7.74E-01
1.3399,7.74E-01
1.3400,7.74E-01
1.3401,7.74E-01
1.3402,7.74E-01
1.3403,7.74E-01
1.3404,7.75E-01
1.3405,7.75E-01
1.3406,7.75E-01
1.3407,7.75E-01
1.3408,7.75E-01
1.3409,7.75E-01
1.3410,7.75E-01
1.3411,7.76E-01
