# wl, TX, emissivity
17.85,0.90,0.03
17.85,0.90,0.03
17.86,0.90,0.03
17.86,0.90,0.03
17.87,0.90,0.03
17.87,0.90,0.03
17.88,0.90,0.03
17.88,0.90,0.03
17.89,0.90,0.03
17.89,0.90,0.03
17.90,0.90,0.03
17.90,0.90,0.03
17.91,0.90,0.03
17.91,0.90,0.03
17.92,0.90,0.03
17.92,0.90,0.03
17.93,0.90,0.03
17.93,0.90,0.03
17.94,0.90,0.03
17.94,0.90,0.03
17.95,0.90,0.03
17.95,0.90,0.03
17.96,0.90,0.03
17.96,0.90,0.03
17.97,0.90,0.03
17.97,0.90,0.03
17.98,0.90,0.03
17.98,0.90,0.03
17.99,0.90,0.03
17.99,0.90,0.03
18.00,0.90,0.03
18.00,0.90,0.03
18.01,0.90,0.03
18.01,0.90,0.03
18.02,0.90,0.03
18.02,0.90,0.03
18.03,0.90,0.03
18.03,0.90,0.03
18.04,0.90,0.03
18.04,0.90,0.03
18.05,0.90,0.03
18.05,0.90,0.03
18.06,0.90,0.03
18.06,0.90,0.03
18.07,0.90,0.03
18.07,0.90,0.03
18.08,0.90,0.03
18.08,0.90,0.03
18.09,0.90,0.03
18.09,0.90,0.03
18.10,0.90,0.03
18.10,0.90,0.03
18.11,0.90,0.03
18.11,0.90,0.03
18.12,0.90,0.03
18.12,0.90,0.03
18.13,0.90,0.03
18.13,0.90,0.03
18.14,0.90,0.03
18.14,0.90,0.03
18.15,0.90,0.03
18.15,0.90,0.03
18.16,0.90,0.03
18.16,0.90,0.03
18.17,0.90,0.03
18.17,0.90,0.03
18.18,0.90,0.03
18.18,0.90,0.03
18.19,0.90,0.03
18.19,0.90,0.03
18.20,0.90,0.03
18.20,0.90,0.03
18.21,0.90,0.03
18.21,0.90,0.03
18.22,0.90,0.03
18.22,0.90,0.03
18.23,0.90,0.03
18.23,0.90,0.03
18.24,0.90,0.03
18.24,0.90,0.03
18.25,0.90,0.03
18.25,0.90,0.03
18.26,0.90,0.03
18.26,0.90,0.03
18.27,0.90,0.03
18.27,0.90,0.03
18.28,0.90,0.03
18.28,0.90,0.03
18.29,0.90,0.03
18.29,0.90,0.03
18.30,0.90,0.03
18.30,0.90,0.03
18.31,0.90,0.03
18.31,0.90,0.03
18.32,0.90,0.03
18.32,0.90,0.03
18.33,0.90,0.03
18.33,0.90,0.03
18.34,0.90,0.03
18.34,0.90,0.03
18.35,0.90,0.03
18.35,0.90,0.03
18.36,0.90,0.03
18.36,0.90,0.03
18.37,0.90,0.03
18.37,0.90,0.03
18.38,0.90,0.03
18.38,0.90,0.03
18.39,0.90,0.03
18.39,0.90,0.03
18.40,0.90,0.03
18.40,0.90,0.03
18.41,0.90,0.03
18.41,0.90,0.03
18.42,0.90,0.03
18.42,0.90,0.03
18.43,0.90,0.03
18.43,0.90,0.03
18.44,0.90,0.03
18.44,0.90,0.03
18.45,0.90,0.03
18.45,0.90,0.03
18.46,0.90,0.03
18.46,0.90,0.03
18.47,0.90,0.03
18.47,0.90,0.03
18.48,0.90,0.03
18.48,0.90,0.03
18.49,0.90,0.03
18.49,0.90,0.03
18.50,0.90,0.03
18.50,0.90,0.03
18.51,0.90,0.03
18.51,0.90,0.03
18.52,0.90,0.03
18.52,0.90,0.03
18.53,0.90,0.03
18.53,0.90,0.03
18.54,0.90,0.03
18.54,0.90,0.03
18.55,0.90,0.03
18.55,0.90,0.03
18.56,0.90,0.03
18.56,0.90,0.03
18.57,0.90,0.03
18.57,0.90,0.03
18.58,0.90,0.03
18.58,0.90,0.03
18.59,0.90,0.03
18.59,0.90,0.03
18.60,0.90,0.03
18.60,0.90,0.03
18.61,0.90,0.03
18.61,0.90,0.03
18.62,0.90,0.03
18.62,0.90,0.03
18.63,0.90,0.03
18.63,0.90,0.03
18.64,0.90,0.03
18.64,0.90,0.03
18.65,0.90,0.03
18.65,0.90,0.03
18.66,0.90,0.03
18.66,0.90,0.03
18.67,0.90,0.03
18.67,0.90,0.03
18.68,0.90,0.03
18.68,0.90,0.03
18.69,0.90,0.03
18.69,0.90,0.03
18.70,0.90,0.03
18.70,0.90,0.03
18.71,0.90,0.03
18.71,0.90,0.03
18.72,0.90,0.03
18.72,0.90,0.03
18.73,0.90,0.03
18.73,0.90,0.03
18.74,0.90,0.03
18.74,0.90,0.03
18.75,0.90,0.03
18.75,0.90,0.03
18.76,0.90,0.03
18.76,0.90,0.03
18.77,0.90,0.03
18.77,0.90,0.03
18.78,0.90,0.03
18.78,0.90,0.03
18.79,0.90,0.03
18.79,0.90,0.03
18.80,0.90,0.03
18.80,0.90,0.03
18.81,0.90,0.03
18.81,0.90,0.03
18.82,0.90,0.03
18.82,0.90,0.03
18.83,0.90,0.03
18.83,0.90,0.03
18.84,0.90,0.03
18.84,0.90,0.03
18.85,0.90,0.03
18.85,0.90,0.03
18.86,0.90,0.03
18.86,0.90,0.03
18.87,0.90,0.03
18.87,0.90,0.03
18.88,0.90,0.03
18.88,0.90,0.03
18.89,0.90,0.03
18.89,0.90,0.03
18.90,0.90,0.03
18.90,0.90,0.03
18.91,0.90,0.03
18.91,0.90,0.03
18.92,0.90,0.03
18.92,0.90,0.03
18.93,0.90,0.03
18.93,0.90,0.03
18.94,0.90,0.03
18.94,0.90,0.03
18.95,0.90,0.03
18.95,0.90,0.03
18.96,0.90,0.03
18.96,0.90,0.03
18.97,0.90,0.03
18.97,0.90,0.03
18.98,0.90,0.03
18.98,0.90,0.03
18.99,0.90,0.03
18.99,0.90,0.03
19.00,0.90,0.03
19.00,0.90,0.03
19.01,0.90,0.03
19.01,0.90,0.03
19.02,0.90,0.03
19.02,0.90,0.03
19.03,0.90,0.03
19.03,0.90,0.03
19.04,0.90,0.03
19.04,0.90,0.03
19.05,0.90,0.03
19.05,0.90,0.03
19.06,0.90,0.03
19.06,0.90,0.03
19.07,0.90,0.03
19.07,0.90,0.03
19.08,0.90,0.03
19.08,0.90,0.03
19.09,0.90,0.03
19.09,0.90,0.03
19.10,0.90,0.03
19.10,0.90,0.03
19.11,0.90,0.03
19.11,0.90,0.03
19.12,0.90,0.03
19.12,0.90,0.03
19.13,0.90,0.03
19.13,0.90,0.03
19.14,0.90,0.03
19.14,0.90,0.03
19.15,0.90,0.03
19.15,0.90,0.03
19.16,0.90,0.03
19.16,0.90,0.03
19.17,0.90,0.03
19.17,0.90,0.03
19.18,0.90,0.03
19.18,0.90,0.03
19.19,0.90,0.03
19.19,0.90,0.03
19.20,0.90,0.03
19.20,0.90,0.03
19.21,0.90,0.03
19.21,0.90,0.03
19.22,0.90,0.03
19.22,0.90,0.03
19.23,0.90,0.03
19.23,0.90,0.03
19.24,0.90,0.03
19.24,0.90,0.03
19.25,0.90,0.03
19.25,0.90,0.03
19.26,0.90,0.03
19.26,0.90,0.03
19.27,0.90,0.03
19.27,0.90,0.03
19.28,0.90,0.03
19.28,0.90,0.03
19.29,0.90,0.03
19.29,0.90,0.03
19.30,0.90,0.03
19.30,0.90,0.03
19.31,0.90,0.03
19.31,0.90,0.03
19.32,0.90,0.03
19.32,0.90,0.03
19.33,0.90,0.03
19.33,0.90,0.03
19.34,0.90,0.03
19.34,0.90,0.03
19.35,0.90,0.03
19.35,0.90,0.03
19.36,0.90,0.03
19.36,0.90,0.03
19.37,0.90,0.03
19.37,0.90,0.03
19.38,0.90,0.03
19.38,0.90,0.03
19.39,0.90,0.03
19.39,0.90,0.03
19.40,0.90,0.03
19.40,0.90,0.03
19.41,0.90,0.03
19.41,0.90,0.03
19.42,0.90,0.03
19.42,0.90,0.03
19.43,0.90,0.03
19.43,0.90,0.03
19.44,0.90,0.03
19.44,0.90,0.03
19.45,0.90,0.03
19.45,0.90,0.03
19.46,0.90,0.03
19.46,0.90,0.03
19.47,0.90,0.03
19.47,0.90,0.03
19.48,0.90,0.03
19.48,0.90,0.03
19.49,0.90,0.03
19.49,0.90,0.03
19.50,0.90,0.03
19.50,0.90,0.03
19.51,0.90,0.03
19.51,0.90,0.03
19.52,0.90,0.03
19.52,0.90,0.03
19.53,0.90,0.03
19.53,0.90,0.03
19.54,0.90,0.03
19.54,0.90,0.03
19.55,0.90,0.03
19.55,0.90,0.03
19.56,0.90,0.03
19.56,0.90,0.03
19.57,0.90,0.03
19.57,0.90,0.03
19.58,0.90,0.03
19.58,0.90,0.03
19.59,0.90,0.03
19.59,0.90,0.03
19.60,0.90,0.03
19.60,0.90,0.03
19.61,0.90,0.03
19.61,0.90,0.03
19.62,0.90,0.03
19.62,0.90,0.03
19.63,0.90,0.03
19.63,0.90,0.03
19.64,0.90,0.03
19.64,0.90,0.03
19.65,0.90,0.03
19.65,0.90,0.03
19.66,0.90,0.03
19.66,0.90,0.03
19.67,0.90,0.03
19.67,0.90,0.03
19.68,0.90,0.03
19.68,0.90,0.03
19.69,0.90,0.03
19.69,0.90,0.03
19.70,0.90,0.03
19.70,0.90,0.03
19.71,0.90,0.03
19.71,0.90,0.03
19.72,0.90,0.03
19.72,0.90,0.03
19.73,0.90,0.03
19.73,0.90,0.03
19.74,0.90,0.03
19.74,0.90,0.03
19.75,0.90,0.03
19.75,0.90,0.03
19.76,0.90,0.03
19.76,0.90,0.03
19.77,0.90,0.03
19.77,0.90,0.03
19.78,0.90,0.03
19.78,0.90,0.03
19.79,0.90,0.03
19.79,0.90,0.03
19.80,0.90,0.03
19.80,0.90,0.03
19.81,0.90,0.03
19.81,0.90,0.03
19.82,0.90,0.03
19.82,0.90,0.03
19.83,0.90,0.03
19.83,0.90,0.03
19.84,0.90,0.03
19.84,0.90,0.03
19.85,0.90,0.03
19.85,0.90,0.03
19.86,0.90,0.03
19.86,0.90,0.03
19.87,0.90,0.03
19.87,0.90,0.03
19.88,0.90,0.03
19.88,0.90,0.03
19.89,0.90,0.03
19.89,0.90,0.03
19.90,0.90,0.03
19.90,0.90,0.03
19.91,0.90,0.03
19.91,0.90,0.03
19.92,0.90,0.03
19.92,0.90,0.03
19.93,0.90,0.03
19.93,0.90,0.03
19.94,0.90,0.03
19.94,0.90,0.03
19.95,0.90,0.03
19.95,0.90,0.03
19.96,0.90,0.03
19.96,0.90,0.03
19.97,0.90,0.03
19.97,0.90,0.03
19.98,0.90,0.03
19.98,0.90,0.03
19.99,0.90,0.03
19.99,0.90,0.03
20.00,0.90,0.03
